source,evidence_item,status,evidence_class,source_file,value,claim_boundary,raw_excerpt
integrated_v14_with_slice10d,Slice 7A source discovery,PASS,local_source_discovery,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice7a_current_informal_household_income_source_discovery/outputs/slice7a_decision.csv,candidates=78,Discovery candidates are noisy and not usable as-is.,Slice 7A source discovery | PASS | local_source_discovery | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7a_current_informal_household_income_source_discovery/outputs/slice7a_decision.csv | candidates=78 | Discovery candidates are noisy and not usable as-is. | integrated_v12_with_slice8c | Slice 7A source discovery | PASS | local_source_discovery | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7a_current_informal_household_income_source_discovery/outputs/slice7a_decision.csv | candidates=78 | Discovery candidates are noisy and not usable as-is. | integrated_v11_with_slice7e | Slice 7A source discovery | PASS | local_source_discovery | /home/yenksid/Downloads/
integrated_v14_with_slice10d,Slice 7B strict target review,PASS,target_filtering,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice7b_strict_current_income_target_review/outputs/slice7b_decision.csv,strict_selected=15,Strict selected targets still require source-window review before parser work.,Slice 7B strict target review | PASS | target_filtering | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7b_strict_current_income_target_review/outputs/slice7b_decision.csv | strict_selected=15 | Strict selected targets still require source-window review before parser work. | integrated_v12_with_slice8c | Slice 7B strict target review | PASS | target_filtering | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7b_strict_current_income_target_review/outputs/slice7b_decision.csv | strict_selected=15 | Strict selected targets still require source-window review before parser work. | integrated_v11_with_slice7e | Slice 7B strict target review | PASS | target_filtering 
integrated_v14_with_slice10d,Slice 7C source-window audit,PASS,source_window_review,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice7c_current_income_source_window_audit/outputs/slice7c_decision.csv,parser_ready=1,Parser-ready target is not a locked income metric.,Slice 7C source-window audit | PASS | source_window_review | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7c_current_income_source_window_audit/outputs/slice7c_decision.csv | parser_ready=1 | Parser-ready target is not a locked income metric. | integrated_v12_with_slice8c | Slice 7C source-window audit | PASS | source_window_review | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7c_current_income_source_window_audit/outputs/slice7c_decision.csv | parser_ready=1 | Parser-ready target is not a locked income metric. | integrated_v11_with_slice7e | Slice 7C source-window audit | PASS | source_window_review | /home/yenksid/Downloads/dr_economic_research_sources/ra
integrated_v14_with_slice10d,Slice 7D current income metric parser,PASS,metric_window_parser,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice7d_current_informal_income_metric_parser/outputs/slice7d_decision.csv,locked_current_informal=0; locked_household=0,Zero lockable current informal/household income metric windows means offset calculation remains blocked.,Slice 7D current income metric parser | PASS | metric_window_parser | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7d_current_informal_income_metric_parser/outputs/slice7d_decision.csv | locked_current_informal=0; locked_household=0 | Zero lockable current informal/household income metric windows means offset calculation remains blocked. | integrated_v12_with_slice8c | Slice 7D current income metric parser | PASS | metric_window_parser | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7d_current_informal_income_metric_parser/outputs/slice7d_decision.csv | locked_current_informal=0; locked_household=0 | Zero lockable current informal/household income metric wind
integrated_v14_with_slice10d,BCRD March 2026 IPoM parser-review target,TESTED_NO_LOCKABLE_METRIC,tested_parser_target,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice7d_current_informal_income_metric_parser/outputs/slice7d_locked_current_income_metrics.csv,locked_rows=0,"The source was worth testing, but the strict metric rule did not lock a current informal or household income metric.","BCRD March 2026 IPoM parser-review target | TESTED_NO_LOCKABLE_METRIC | tested_parser_target | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7d_current_informal_income_metric_parser/outputs/slice7d_locked_current_income_metrics.csv | locked_rows=0 | The source was worth testing, but the strict metric rule did not lock a current informal or household income metric. | integrated_v12_with_slice8c | BCRD March 2026 IPoM parser-review target | TESTED_NO_LOCKABLE_METRIC | tested_parser_target | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7d_current_informal_income_metric_parser/outputs/slice7d_locked_current_income_metrics.csv | locked_rows=0 | The source was wort"
integrated_v14_with_slice10d,The local source pool contains a lockable current informal-worker income/wage metric,NOT_PROVEN,,,,Slice 7D locked_current_informal_income_metric_windows=0. This does not prove no such source exists globally.,The local source pool contains a lockable current informal-worker income/wage metric | NOT_PROVEN | Slice 7D locked_current_informal_income_metric_windows=0. This does not prove no such source exists globally. | integrated_v12_with_slice8c | The local source pool contains a lockable current informal-worker income/wage metric | NOT_PROVEN | Slice 7D locked_current_informal_income_metric_windows=0. This does not prove no such source exists globally. | integrated_v11_with_slice7e | The local source pool contains a lockable current informal-worker income/wage metric | NOT_PROVEN | Slice 7D locked_current_informal_income_metric_windows=0. This does not prove no such source exists globally. | slic
integrated_v14_with_slice10d,The local source pool contains a lockable current household-wide income metric,NOT_PROVEN,,,,Slice 7D locked_household_income_metric_windows=0. This does not prove no such source exists globally.,The local source pool contains a lockable current household-wide income metric | NOT_PROVEN | Slice 7D locked_household_income_metric_windows=0. This does not prove no such source exists globally. | integrated_v12_with_slice8c | The local source pool contains a lockable current household-wide income metric | NOT_PROVEN | Slice 7D locked_household_income_metric_windows=0. This does not prove no such source exists globally. | integrated_v11_with_slice7e | The local source pool contains a lockable current household-wide income metric | NOT_PROVEN | Slice 7D locked_household_income_metric_windows=0. This does not prove no such source exists globally. | slice7e_claim_boundary | The local source p
integrated_v14_with_slice10d,Current informal-worker offset is proven,NOT_PROVEN,,,,No lockable current informal income/wage metric was found; no period/unit alignment or offset calculation is allowed.,Current informal-worker offset is proven | NOT_PROVEN | No lockable current informal income/wage metric was found; no period/unit alignment or offset calculation is allowed. | integrated_v12_with_slice8c | Current informal-worker offset is proven | NOT_PROVEN | No lockable current informal income/wage metric was found; no period/unit alignment or offset calculation is allowed. | integrated_v11_with_slice7e | Current informal-worker offset is proven | NOT_PROVEN | No lockable current informal income/wage metric was found; no period/unit alignment or offset calculation is allowed. | slice7e_claim_boundary | Current informal-worker offset is proven | NOT_PROVEN | No lockable current informal in
integrated_v14_with_slice10d,Household-wide income offset is proven,NOT_PROVEN,,,,No lockable current household-wide income metric was found; no aligned household income/food offset calculation is allowed.,Household-wide income offset is proven | NOT_PROVEN | No lockable current household-wide income metric was found; no aligned household income/food offset calculation is allowed. | integrated_v12_with_slice8c | Household-wide income offset is proven | NOT_PROVEN | No lockable current household-wide income metric was found; no aligned household income/food offset calculation is allowed. | integrated_v11_with_slice7e | Household-wide income offset is proven | NOT_PROVEN | No lockable current household-wide income metric was found; no aligned household income/food offset calculation is allowed. | slice7e_claim_boundary | Household-wide income offset is proven | NOT_PROVEN | No lockable current h
integrated_v14_with_slice10d,Formal TSS wage-food offset generalizes to all households,REJECTED_BOUNDARY,,,,Slice 7A-7D failed to lock the bridge needed to generalize formal TSS evidence.,Formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | Slice 7A-7D failed to lock the bridge needed to generalize formal TSS evidence. | integrated_v12_with_slice8c | Formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | Slice 7A-7D failed to lock the bridge needed to generalize formal TSS evidence. | integrated_v11_with_slice7e | Formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | Slice 7A-7D failed to lock the bridge needed to generalize formal TSS evidence. | slice7e_claim_boundary | Formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | Slice 7A-7D failed to lock the bridge needed to g
integrated_v14_with_slice10d,Local source discovery proves no current informal or household income source exists anywhere,REJECTED_BOUNDARY,,,,The tested claim is limited to the current local raw source pool and strict parser rules.,Local source discovery proves no current informal or household income source exists anywhere | REJECTED_BOUNDARY | The tested claim is limited to the current local raw source pool and strict parser rules. | integrated_v12_with_slice8c | Local source discovery proves no current informal or household income source exists anywhere | REJECTED_BOUNDARY | The tested claim is limited to the current local raw source pool and strict parser rules. | integrated_v11_with_slice7e | Local source discovery proves no current informal or household income source exists anywhere | REJECTED_BOUNDARY | The tested claim is limited to the current local raw source pool and strict parser rules. | slice7e_claim_bound
integrated_v14_with_slice10d,Direct household trade-down is proven,NOT_PROVEN,,,,Slice 7E introduces no direct quantity/composition/brand/SKU/substitution evidence.,Direct household trade-down is proven | NOT_PROVEN | Slice 7E introduces no direct quantity/composition/brand/SKU/substitution evidence. | integrated_v12_with_slice8c | Direct household trade-down is proven | NOT_PROVEN | Slice 7E introduces no direct quantity/composition/brand/SKU/substitution evidence. | integrated_v11_with_slice7e | Direct household trade-down is proven | NOT_PROVEN | Slice 7E introduces no direct quantity/composition/brand/SKU/substitution evidence. | slice7e_claim_boundary | Direct household trade-down is proven | NOT_PROVEN | Slice 7E introduces no direct quantity/composition/brand/SKU/substitution evidence. | Direct household trade-down is proven | NOT_PROVEN | Slice 
integrated_v14_with_slice10d,Comfort,REJECTED_BOUNDARY,,,,A formal-channel offset plus failed household/informal bridge does not prove comfort.,Comfort | REJECTED_BOUNDARY | A formal-channel offset plus failed household/informal bridge does not prove comfort. | integrated_v12_with_slice8c | Comfort | REJECTED_BOUNDARY | A formal-channel offset plus failed household/informal bridge does not prove comfort. | integrated_v11_with_slice7e | Comfort | REJECTED_BOUNDARY | A formal-channel offset plus failed household/informal bridge does not prove comfort. | slice7e_claim_boundary | Comfort | REJECTED_BOUNDARY | A formal-channel offset plus failed household/informal bridge does not prove comfort. | Comfort | REJECTED_BOUNDARY | A formal-channel offset plus failed household/informal bridge does not prove comfort.
integrated_v14_with_slice10d,Collapse,REJECTED_BOUNDARY,,,,"The evidence supports selective squeeze, not collapse.","Collapse | REJECTED_BOUNDARY | The evidence supports selective squeeze, not collapse. | integrated_v12_with_slice8c | Collapse | REJECTED_BOUNDARY | The evidence supports selective squeeze, not collapse. | integrated_v11_with_slice7e | Collapse | REJECTED_BOUNDARY | The evidence supports selective squeeze, not collapse. | slice7e_claim_boundary | Collapse | REJECTED_BOUNDARY | The evidence supports selective squeeze, not collapse. | Collapse | REJECTED_BOUNDARY | The evidence supports selective squeeze, not collapse."
integrated_v14_with_slice10d,formal TSS wage-food offset,SUPPORTED_FORMAL_CHANNEL_ONLY,formal_worker_income_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v10_with_slice6b_decision.csv,carried_from_slice6a,Does not generalize to informal workers or all households.,formal TSS wage-food offset | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_worker_income_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v10_with_slice6b_decision.csv | carried_from_slice6a | Does not generalize to informal workers or all households. | integrated_v12_with_slice8c | formal TSS wage-food offset | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_worker_income_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v10_with_slice6b_decision.csv | carried_from_slice6a | Does not generalize to informal workers or all households. | integrated_v11_with_slice7e | formal TSS
integrated_v14_with_slice10d,Slice 6B poverty/distributional/baseline informality context,SUPPORTED_FOR_CONTEXT_ONLY,context_not_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v10_with_slice6b_decision.csv,carried_from_slice6b,Context only; no household-wide or informal offset calculation.,Slice 6B poverty/distributional/baseline informality context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v10_with_slice6b_decision.csv | carried_from_slice6b | Context only; no household-wide or informal offset calculation. | integrated_v12_with_slice8c | Slice 6B poverty/distributional/baseline informality context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v10_with_slice6b_decision.csv | carried_from_slice6b | Context only; no household-wide or informal offset cal
integrated_v14_with_slice10d,local source pool current informal income bridge,NO_LOCKABLE_METRIC_FOUND,blocked_bridge,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice7e_current_income_bridge_synthesis/outputs/slice7e_decision.csv,locked_current_informal=0,Does not prove global source absence; blocks local offset calculation.,local source pool current informal income bridge | NO_LOCKABLE_METRIC_FOUND | blocked_bridge | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7e_current_income_bridge_synthesis/outputs/slice7e_decision.csv | locked_current_informal=0 | Does not prove global source absence; blocks local offset calculation. | integrated_v12_with_slice8c | local source pool current informal income bridge | NO_LOCKABLE_METRIC_FOUND | blocked_bridge | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7e_current_income_bridge_synthesis/outputs/slice7e_decision.csv | locked_current_informal=0 | Does not prove global source absence; blocks local offset calculation. | integrated_v11_with_sl
integrated_v14_with_slice10d,local source pool household-wide income bridge,NO_LOCKABLE_METRIC_FOUND,blocked_bridge,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice7e_current_income_bridge_synthesis/outputs/slice7e_decision.csv,locked_household=0,Does not prove global source absence; blocks local offset calculation.,local source pool household-wide income bridge | NO_LOCKABLE_METRIC_FOUND | blocked_bridge | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7e_current_income_bridge_synthesis/outputs/slice7e_decision.csv | locked_household=0 | Does not prove global source absence; blocks local offset calculation. | integrated_v12_with_slice8c | local source pool household-wide income bridge | NO_LOCKABLE_METRIC_FOUND | blocked_bridge | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7e_current_income_bridge_synthesis/outputs/slice7e_decision.csv | locked_household=0 | Does not prove global source absence; blocks local offset calculation. | integrated_v11_with_slice7e | local sour
integrated_v14_with_slice10d,direct trade-down behavior,NOT_PROVEN,missing_direct_behavior_measure,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice7e_current_income_bridge_synthesis/outputs/slice7e_decision.csv,no_current_direct_quantity_composition_brand_sku_substitution_evidence,Do not claim trade-down happened or did not happen.,direct trade-down behavior | NOT_PROVEN | missing_direct_behavior_measure | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7e_current_income_bridge_synthesis/outputs/slice7e_decision.csv | no_current_direct_quantity_composition_brand_sku_substitution_evidence | Do not claim trade-down happened or did not happen. | integrated_v12_with_slice8c | direct trade-down behavior | NOT_PROVEN | missing_direct_behavior_measure | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice7e_current_income_bridge_synthesis/outputs/slice7e_decision.csv | no_current_direct_quantity_composition_brand_sku_substitution_evidence | Do not claim trade-down happened or did not happen. | integrat
integrated_v14_with_slice10d,8A guessed 2026 labor bulletin PDF acquisition,FAILED_GUESSED_PATHS,acquisition_repair_context,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice8a_external_official_current_income_source_acquisition/outputs/slice8a_acquisition_manifest.csv,404_2026_labor_pdf_errors=2,Do not treat guessed 2026 PDF paths as valid missing evidence.,8A guessed 2026 labor bulletin PDF acquisition | FAILED_GUESSED_PATHS | acquisition_repair_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8a_external_official_current_income_source_acquisition/outputs/slice8a_acquisition_manifest.csv | 404_2026_labor_pdf_errors=2 | Do not treat guessed 2026 PDF paths as valid missing evidence. | integrated_v12_with_slice8c | 8A guessed 2026 labor bulletin PDF acquisition | FAILED_GUESSED_PATHS | acquisition_repair_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8a_external_official_current_income_source_acquisition/outputs/slice8a_acquisition_manifest.csv | 404_2026_labor_pdf_errors=2 | Do not treat guessed 20
integrated_v14_with_slice10d,8A 2025 BCRD labor bulletins,SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY,stale_context_not_current_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice8a_external_official_current_income_source_acquisition/outputs/slice8a_source_relevance_audit.csv,near_current_2025_informal_sources=3,Useful pattern/context; not a current 2026 offset metric.,8A 2025 BCRD labor bulletins | SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY | stale_context_not_current_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8a_external_official_current_income_source_acquisition/outputs/slice8a_source_relevance_audit.csv | near_current_2025_informal_sources=3 | Useful pattern/context; not a current 2026 offset metric. | integrated_v12_with_slice8c | 8A 2025 BCRD labor bulletins | SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY | stale_context_not_current_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8a_external_official_current_income_source_acquisition/outputs/slice8a_source_relevance_audit.csv | near_current_2025_informal_sour
integrated_v14_with_slice10d,8B confirmed official 2026 BCRD labor page,SUPPORTED,official_current_labor_context,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_acquisition_manifest.csv,confirmed_2026_labor_page=True; fetch_errors=0,Official labor context only; not direct informal/household income metric.,8B confirmed official 2026 BCRD labor page | SUPPORTED | official_current_labor_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_acquisition_manifest.csv | confirmed_2026_labor_page=True; fetch_errors=0 | Official labor context only; not direct informal/household income metric. | integrated_v12_with_slice8c | 8B confirmed official 2026 BCRD labor page | SUPPORTED | official_current_labor_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_acquisition_manifest.csv | confirmed_2026_labor_page=True; fetch_errors=0 | Official lab
integrated_v14_with_slice10d,8B source-level current labor context,SUPPORTED_FOR_SOURCE_LEVEL_CONTEXT_ONLY,source_level_context_not_metric,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_source_audit.csv,unique_current_labor_urls=4,Source-level context does not equal lockable income metric.,8B source-level current labor context | SUPPORTED_FOR_SOURCE_LEVEL_CONTEXT_ONLY | source_level_context_not_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_source_audit.csv | unique_current_labor_urls=4 | Source-level context does not equal lockable income metric. | integrated_v12_with_slice8c | 8B source-level current labor context | SUPPORTED_FOR_SOURCE_LEVEL_CONTEXT_ONLY | source_level_context_not_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_source_audit.csv | unique_current_labor_urls=4 | Source-level context does no
integrated_v14_with_slice10d,current informal-worker income metric acquisition,NOT_LOCKED,missing_current_informal_income_metric,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_income_labor_windows.csv,8A_windows=0; 8B_windows=0,No informal offset calculation allowed.,current informal-worker income metric acquisition | NOT_LOCKED | missing_current_informal_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_income_labor_windows.csv | 8A_windows=0; 8B_windows=0 | No informal offset calculation allowed. | integrated_v12_with_slice8c | current informal-worker income metric acquisition | NOT_LOCKED | missing_current_informal_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_income_labor_windows.csv | 8A_windows=0; 8B_windows=0 | No informal offset calculation allowed. | slice8c_exte
integrated_v14_with_slice10d,current household-wide income metric acquisition,NOT_LOCKED,missing_current_household_income_metric,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_income_labor_windows.csv,8A_windows=0; 8B_windows=0,No household-wide offset calculation allowed.,current household-wide income metric acquisition | NOT_LOCKED | missing_current_household_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_income_labor_windows.csv | 8A_windows=0; 8B_windows=0 | No household-wide offset calculation allowed. | integrated_v12_with_slice8c | current household-wide income metric acquisition | NOT_LOCKED | missing_current_household_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8b_official_2026_labor_page_repair_acquisition/outputs/slice8b_income_labor_windows.csv | 8A_windows=0; 8B_windows=0 | No household-wide offset calculation allowed. | 
integrated_v14_with_slice10d,The 8A guessed 2026 BCRD labor bulletin PDF paths were valid,REJECTED,,,,8A had 2 404 errors on guessed 2026 labor bulletin PDF paths.,The 8A guessed 2026 BCRD labor bulletin PDF paths were valid | REJECTED | 8A had 2 404 errors on guessed 2026 labor bulletin PDF paths. | integrated_v12_with_slice8c | The 8A guessed 2026 BCRD labor bulletin PDF paths were valid | REJECTED | 8A had 2 404 errors on guessed 2026 labor bulletin PDF paths. | slice8c_claim_boundary | The 8A guessed 2026 BCRD labor bulletin PDF paths were valid | REJECTED | 8A had 2 404 errors on guessed 2026 labor bulletin PDF paths. | The 8A guessed 2026 BCRD labor bulletin PDF paths were valid | REJECTED | 8A had 2 404 errors on guessed 2026 labor bulletin PDF paths.
integrated_v14_with_slice10d,Confirmed official 2026 BCRD labor page was acquired,SUPPORTED,,,,confirmed_2026_labor_page=True; 8B fetch_errors=0.,Confirmed official 2026 BCRD labor page was acquired | SUPPORTED | confirmed_2026_labor_page=True; 8B fetch_errors=0. | integrated_v12_with_slice8c | Confirmed official 2026 BCRD labor page was acquired | SUPPORTED | confirmed_2026_labor_page=True; 8B fetch_errors=0. | slice8c_claim_boundary | Confirmed official 2026 BCRD labor page was acquired | SUPPORTED | confirmed_2026_labor_page=True; 8B fetch_errors=0. | Confirmed official 2026 BCRD labor page was acquired | SUPPORTED | confirmed_2026_labor_page=True; 8B fetch_errors=0.
integrated_v14_with_slice10d,Current official labor context exists,SUPPORTED_FOR_SOURCE_LEVEL_CONTEXT_ONLY,,,,8B source-level current labor context sources=4; window-level current_labor_context_windows=0.,Current official labor context exists | SUPPORTED_FOR_SOURCE_LEVEL_CONTEXT_ONLY | 8B source-level current labor context sources=4; window-level current_labor_context_windows=0. | integrated_v12_with_slice8c | Current official labor context exists | SUPPORTED_FOR_SOURCE_LEVEL_CONTEXT_ONLY | 8B source-level current labor context sources=4; window-level current_labor_context_windows=0. | slice8c_claim_boundary | Current official labor context exists | SUPPORTED_FOR_SOURCE_LEVEL_CONTEXT_ONLY | 8B source-level current labor context sources=4; window-level current_labor_context_windows=0. | Current official labor context exists | SUPPORTED_FOR_SOURCE_LEVEL_CONTEXT_ONLY | 8B source-level current la
integrated_v14_with_slice10d,External official current informal-worker income metric is acquired,NOT_LOCKED,,,,8A possible_current_informal_metric_windows=0; 8B possible_current_informal_metric_windows=0.,External official current informal-worker income metric is acquired | NOT_LOCKED | 8A possible_current_informal_metric_windows=0; 8B possible_current_informal_metric_windows=0. | integrated_v12_with_slice8c | External official current informal-worker income metric is acquired | NOT_LOCKED | 8A possible_current_informal_metric_windows=0; 8B possible_current_informal_metric_windows=0. | slice8c_claim_boundary | External official current informal-worker income metric is acquired | NOT_LOCKED | 8A possible_current_informal_metric_windows=0; 8B possible_current_informal_metric_windows=0. | External official current informal-worker income metric is acquired | NOT_LOCKED | 8A possible_current_infor
integrated_v14_with_slice10d,External official current household-wide income metric is acquired,NOT_LOCKED,,,,8A possible_current_household_metric_windows=0; 8B possible_current_household_metric_windows=0.,External official current household-wide income metric is acquired | NOT_LOCKED | 8A possible_current_household_metric_windows=0; 8B possible_current_household_metric_windows=0. | integrated_v12_with_slice8c | External official current household-wide income metric is acquired | NOT_LOCKED | 8A possible_current_household_metric_windows=0; 8B possible_current_household_metric_windows=0. | slice8c_claim_boundary | External official current household-wide income metric is acquired | NOT_LOCKED | 8A possible_current_household_metric_windows=0; 8B possible_current_household_metric_windows=0. | External official current household-wide income metric is acquired | NOT_LOCKED | 8A possible_current_hou
integrated_v14_with_slice10d,2025 BCRD labor bulletins contain useful informal-income context,SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY,,,,8A near-current 2025 informal-income context sources=3; not valid for current 2026 offset calculation.,2025 BCRD labor bulletins contain useful informal-income context | SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY | 8A near-current 2025 informal-income context sources=3; not valid for current 2026 offset calculation. | integrated_v12_with_slice8c | 2025 BCRD labor bulletins contain useful informal-income context | SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY | 8A near-current 2025 informal-income context sources=3; not valid for current 2026 offset calculation. | slice8c_claim_boundary | 2025 BCRD labor bulletins contain useful informal-income context | SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY | 8A near-current 2025 informal-income context sources=3; not valid for current 2026 offset calculation. | 202
integrated_v14_with_slice10d,Current informal-worker offset is proven,NOT_PROVEN,,,,No current 2026 informal-worker income/wage metric was locked; no alignment or offset calculation allowed.,Current informal-worker offset is proven | NOT_PROVEN | No current 2026 informal-worker income/wage metric was locked; no alignment or offset calculation allowed. | integrated_v12_with_slice8c | Current informal-worker offset is proven | NOT_PROVEN | No current 2026 informal-worker income/wage metric was locked; no alignment or offset calculation allowed. | slice8c_claim_boundary | Current informal-worker offset is proven | NOT_PROVEN | No current 2026 informal-worker income/wage metric was locked; no alignment or offset calculation allowed. | Current informal-worker offset is proven | NOT_PROVEN | No current 2026 informal-worker income/wage metric was locked; no alignment or offset calculat
integrated_v14_with_slice10d,Household-wide income offset is proven,NOT_PROVEN,,,,No current 2026 household-wide income metric was locked; no alignment or offset calculation allowed.,Household-wide income offset is proven | NOT_PROVEN | No current 2026 household-wide income metric was locked; no alignment or offset calculation allowed. | integrated_v12_with_slice8c | Household-wide income offset is proven | NOT_PROVEN | No current 2026 household-wide income metric was locked; no alignment or offset calculation allowed. | slice8c_claim_boundary | Household-wide income offset is proven | NOT_PROVEN | No current 2026 household-wide income metric was locked; no alignment or offset calculation allowed. | Household-wide income offset is proven | NOT_PROVEN | No current 2026 household-wide income metric was locked; no alignment or offset calculation allowed.
integrated_v14_with_slice10d,Formal TSS wage-food offset generalizes to all households,REJECTED_BOUNDARY,,,,8A/8B did not acquire the missing current informal/household income bridge.,Formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | 8A/8B did not acquire the missing current informal/household income bridge. | integrated_v12_with_slice8c | Formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | 8A/8B did not acquire the missing current informal/household income bridge. | slice8c_claim_boundary | Formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | 8A/8B did not acquire the missing current informal/household income bridge. | Formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | 8A/8B did not acquire the missing current informal/household income bridge.
integrated_v14_with_slice10d,Global source absence is proven,REJECTED_BOUNDARY,,,,8C only synthesizes tested official acquisition attempts; it does not prove no source exists anywhere.,Global source absence is proven | REJECTED_BOUNDARY | 8C only synthesizes tested official acquisition attempts; it does not prove no source exists anywhere. | integrated_v12_with_slice8c | Global source absence is proven | REJECTED_BOUNDARY | 8C only synthesizes tested official acquisition attempts; it does not prove no source exists anywhere. | slice8c_claim_boundary | Global source absence is proven | REJECTED_BOUNDARY | 8C only synthesizes tested official acquisition attempts; it does not prove no source exists anywhere. | Global source absence is proven | REJECTED_BOUNDARY | 8C only synthesizes tested official acquisition attempts; it does not prove no source exists anywhere.
